# stan_version_major = 2
# stan_version_minor = 30
# stan_version_patch = 0
# model = PDB_01_model
# start_datetime = 2023-03-29 00:39:49 UTC
# method = sample (Default)
#   sample
#     num_samples = 10000
#     num_warmup = 10000
#     save_warmup = 0 (Default)
#     thin = 1 (Default)
#     adapt
#       engaged = 1 (Default)
#       gamma = 0.050000000000000003 (Default)
#       delta = 0.94999999999999996
#       kappa = 0.75 (Default)
#       t0 = 10 (Default)
#       init_buffer = 75 (Default)
#       term_buffer = 50 (Default)
#       window = 25 (Default)
#     algorithm = hmc (Default)
#       hmc
#         engine = nuts (Default)
#           nuts
#             max_depth = 10 (Default)
#         metric = diag_e (Default)
#         metric_file =  (Default)
#         stepsize = 1 (Default)
#         stepsize_jitter = 0 (Default)
#     num_chains = 1 (Default)
# id = 1 (Default)
# data
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.data.json
# init = 2 (Default)
# random
#   seed = 2
# output
#   file = /mnt/home/cmodi/Research/Projects/posteriordb/compiled_models/PDB_01/PDB_01.output2.csv
#   diagnostic_file =  (Default)
#   refresh = 100 (Default)
#   sig_figs = -1 (Default)
#   profile_file = profile.csv (Default)
#   log_prob_output_file = log_prob_output.csv (Default)
# num_threads = 1 (Default)
# stanc_version = stanc3 v2.30.0-32-g8fce5fb2
# stancflags = 
lp__,accept_stat__,stepsize__,treedepth__,n_leapfrog__,divergent__,energy__,beta.1,beta.2,beta.3,beta.4,sigma
-1466.58,0.994087,0.388119,3,15,0,1468.71,87.0355,4.11561,0.526223,-0.404662,17.9156
-1466.21,0.993744,0.388119,3,7,0,1467.02,87.1729,2.65882,0.569885,-0.392563,18.0722
-1466.8,0.989325,0.388119,3,7,0,1467.37,86.6168,3.60106,0.55548,-0.356951,17.6649
-1466.38,0.97635,0.388119,4,15,0,1468.28,88.1412,2.31629,0.589308,-0.614818,18.2707
-1469.24,0.938207,0.388119,3,7,0,1469.66,89.0778,1.74479,0.711973,-0.541298,17.8006
-1467.94,1,0.388119,3,7,0,1470.78,87.1112,0.865478,0.704229,-0.503481,17.9759
-1467.65,1,0.388119,2,3,0,1468.1,87.2137,1.33194,0.697952,-0.521126,17.927
-1466.61,0.998864,0.388119,3,7,0,1468.15,87.884,3.92063,0.524919,-0.388551,17.9244
-1468.39,0.964274,0.388119,3,7,0,1468.66,88.6529,6.52197,0.520438,-0.533534,18.158
-1467.24,0.988018,0.388119,3,7,0,1469.62,87.2988,-0.147579,0.639128,-0.429734,18.0962
-1469.26,0.944784,0.388119,3,15,0,1470.54,88.0082,1.57816,0.671261,-0.836556,17.7433
-1470.11,0.978185,0.388119,3,7,0,1473.67,89.1963,-2.77275,0.652491,-0.590706,18.4796
-1468.36,0.998457,0.388119,4,15,0,1472.56,87.0401,6.67929,0.586573,-0.168299,17.6734
-1467.93,0.951915,0.388119,3,7,0,1471.28,86.7234,4.96434,0.590082,-0.164198,18.0532
-1466.18,0.998427,0.388119,3,7,0,1468.33,87.1641,2.89131,0.588796,-0.529104,17.674
-1466.84,0.960807,0.388119,3,7,0,1467.44,88.4855,0.641457,0.621048,-0.501906,18.1483
-1466.79,0.986128,0.388119,3,15,0,1468.59,88.3728,2.0129,0.589834,-0.449708,17.4108
-1468.42,0.934946,0.388119,3,7,0,1471.62,86.8125,-0.363047,0.688554,-0.628797,17.9246
-1468.28,0.857934,0.388119,3,7,0,1474.17,87.9559,1.45512,0.641737,-0.290688,18.5861
-1467.09,0.979423,0.388119,3,7,0,1471.3,87.1234,2.70368,0.553614,-0.545849,17.2258
-1468.66,0.951494,0.388119,3,7,0,1469.46,88.0624,4.89595,0.63205,-0.2795,18.8922
-1469.92,0.977021,0.388119,3,7,0,1471.69,88.822,5.99069,0.531561,-0.231377,18.8023
-1467.19,0.977682,0.388119,2,7,0,1471.95,86.3794,3.75573,0.550761,-0.494646,17.9317
-1467.32,0.995652,0.388119,4,15,0,1468.64,86.5414,2.45267,0.535211,-0.364415,18.1716
-1466.62,0.990799,0.388119,3,15,0,1468.48,87.3752,3.86653,0.617462,-0.435486,17.3609
-1470.21,0.912435,0.388119,3,7,0,1470.85,87.956,-0.562391,0.668304,-0.330662,17.1083
-1468.54,1,0.388119,2,3,0,1470.54,87.9757,-0.190159,0.656399,-0.37811,17.3675
-1467.38,0.999656,0.388119,3,7,0,1469.5,87.6939,3.84974,0.522238,-0.643461,17.7332
-1468.93,0.912496,0.388119,3,7,0,1472.28,87.218,3.63991,0.635296,-0.479029,16.6559
-1467.21,0.997584,0.388119,3,7,0,1469.58,87.5589,3.5385,0.566849,-0.495535,16.9892
-1469.53,0.927195,0.388119,3,7,0,1471.68,87.1265,5.07058,0.437627,-0.481649,17.5669
-1470.46,0.996167,0.388119,3,15,0,1471.38,88.4796,-0.86035,0.760951,-0.586935,18.3218
-1472.6,0.97985,0.388119,4,15,0,1475.32,85.6979,9.20037,0.575056,-0.00877366,17.6766
-1466.98,0.993313,0.388119,3,7,0,1473.83,88.5981,0.740323,0.56968,-0.617648,18.23
-1469.95,0.819651,0.388119,3,7,0,1473.75,87.9816,0.477583,0.651193,-0.241975,17.347
-1469.9,0.958992,0.388119,2,3,0,1471.61,88.3408,0.201635,0.635569,-0.246974,17.6421
-1466.73,1,0.388119,3,7,0,1470.57,86.7472,2.81167,0.592062,-0.490336,17.4408
-1467.61,0.977798,0.388119,3,7,0,1468.49,87.9538,1.87876,0.619045,-0.453649,19.0065
-1468.72,0.975111,0.388119,4,15,0,1470.54,87.8399,4.74609,0.555692,-0.288557,16.8362
-1468.42,1,0.388119,3,7,0,1470.68,86.342,5.18406,0.487512,-0.443788,17.8192
-1468.15,0.999437,0.388119,4,15,0,1468.88,86.4483,5.26784,0.489318,-0.431033,18.1293
-1469.27,0.864431,0.388119,3,15,0,1474.66,88.5671,3.14092,0.637309,-0.471177,16.6894
-1469.34,0.999183,0.388119,4,15,0,1471.84,87.1864,1.85564,0.605389,-0.585028,19.5351
-1467.59,0.99381,0.388119,3,15,0,1471.62,86.4203,3.55105,0.537453,-0.265432,17.9727
-1467.63,0.988034,0.388119,3,7,0,1469.38,87.2132,4.77311,0.613642,-0.36503,18.8806
-1467.5,0.9949,0.388119,3,7,0,1468.96,86.2127,5.17072,0.584726,-0.301435,18.1029
-1468.16,0.973755,0.388119,3,15,0,1469.63,88.7061,3.48013,0.544415,-0.468766,18.9603
-1467.37,0.999707,0.388119,3,15,0,1469.48,88.7136,2.34674,0.57224,-0.716714,18.1231
-1467.29,0.976347,0.388119,3,7,0,1469.19,87.2902,-0.742287,0.640224,-0.502091,17.9319
-1466.92,0.980443,0.388119,3,7,0,1469.1,88.5768,0.924782,0.644565,-0.560554,18.159
-1468.87,0.961204,0.388119,3,7,0,1470.4,86.9454,4.83763,0.578165,-0.412847,16.6602
-1466.55,0.984006,0.388119,3,7,0,1470.87,88.1881,1.04873,0.585498,-0.568451,18.3715
-1470.59,0.878119,0.388119,2,7,0,1473.72,89.7131,3.02721,0.483094,-0.646703,18.5952
-1468.3,1,0.388119,2,3,0,1470.97,89.1402,4.1962,0.527631,-0.633899,18.2189
-1467.06,0.978608,0.388119,3,7,0,1470.95,86.519,3.40266,0.531487,-0.378935,17.911
-1466.89,0.961977,0.388119,3,7,0,1469.27,88.1809,3.33113,0.635708,-0.410213,18.3813
-1467.14,0.97232,0.388119,3,15,0,1469.61,87.5562,2.81221,0.638846,-0.318309,18.3836
-1467.78,0.872086,0.388119,4,15,0,1474.89,88.5136,-0.235127,0.547704,-0.689484,17.9454
-1469.87,0.888283,0.388119,3,7,0,1472.53,89.2539,0.234296,0.566943,-0.375297,17.6585
-1469.47,0.928059,0.388119,3,7,0,1473.52,86.709,5.35372,0.664964,-0.602064,18.1114
-1470.71,0.994702,0.388119,3,7,0,1471.37,87.3601,3.78227,0.476952,-0.112067,17.6197
-1469.71,1,0.388119,3,7,0,1472.45,87.9626,8.02459,0.59885,-0.514022,18.6256
-1467.46,0.997272,0.388119,3,7,0,1470.84,87.5478,2.13998,0.612965,-0.311002,17.291
-1466.5,0.961325,0.388119,3,7,0,1469.93,87.3486,2.168,0.637508,-0.404419,17.688
-1467.11,0.970849,0.388119,3,7,0,1467.8,87.981,3.11423,0.51542,-0.587545,18.341
-1466.46,0.99022,0.388119,3,7,0,1467.9,87.4511,3.06344,0.536875,-0.555786,17.776
-1466.07,1,0.388119,3,7,0,1466.56,87.4097,3.1935,0.554559,-0.477527,17.7364
-1466.94,0.920415,0.388119,3,7,0,1468.7,86.7375,3.38476,0.598788,-0.288114,17.7368
-1466.57,0.97904,0.388119,3,7,0,1468.34,87.2495,4.2177,0.552974,-0.465925,18.4712
-1467.6,0.97175,0.388119,4,15,0,1468.88,87.927,3.20382,0.515726,-0.636224,17.4405
-1466.8,0.985637,0.388119,3,15,0,1469.4,87.8392,5.71612,0.551323,-0.492917,17.9256
-1470.17,0.923802,0.388119,3,7,0,1470.91,89.2222,6.69498,0.554197,-0.53952,17.2374
-1468.16,0.954823,0.388119,2,3,0,1471.75,88.0323,6.14351,0.54515,-0.551742,17.2864
-1467.73,0.988939,0.388119,3,7,0,1469.66,86.7637,0.759206,0.615644,-0.390252,18.659
-1466.52,0.99893,0.388119,4,15,0,1468.44,88.0265,2.15306,0.534013,-0.509038,17.831
-1466.23,1,0.388119,3,7,0,1467,87.0654,2.50553,0.564974,-0.484005,18.1218
-1467.8,0.941594,0.388119,3,7,0,1468.3,87.1661,3.64961,0.671303,-0.50919,18.5761
-1471.27,0.962128,0.388119,3,15,0,1473.24,89.9144,-0.90496,0.545218,-0.84837,18.4454
-1467.57,0.99739,0.388119,3,7,0,1473.43,87.0114,5.64654,0.62795,-0.294965,18.3186
-1468.25,0.988532,0.388119,3,7,0,1469.18,86.8889,2.70407,0.616053,-0.290943,18.9766
-1467.28,0.986623,0.388119,3,7,0,1469.52,86.9525,2.52459,0.557112,-0.401923,18.7671
-1469.35,0.923975,0.388119,2,3,0,1469.72,87.1712,1.25027,0.552203,-0.392247,19.3874
-1467.49,0.954388,0.388119,3,7,0,1473.73,87.7716,5.25108,0.521426,-0.584099,18.2935
-1471.07,0.928642,0.388119,3,7,0,1472.25,88.518,5.55969,0.605802,-0.226325,16.7524
-1468.83,0.999286,0.388119,3,7,0,1473.3,86.9691,7.8016,0.581857,-0.198961,17.6028
-1468.07,0.934864,0.388119,3,7,0,1472.61,87.5302,3.06166,0.509952,-0.42071,18.9612
-1466.89,0.975952,0.388119,3,7,0,1470.21,88.8703,3.08684,0.592593,-0.529607,17.708
-1468.96,0.819723,0.388119,2,7,0,1476.11,87.1939,-0.395368,0.62208,-0.455723,19.1788
-1466.77,0.998847,0.388119,3,7,0,1469.88,87.0265,2.5034,0.601141,-0.416076,18.613
-1466.1,0.999312,0.388119,3,15,0,1467.09,87.6708,2.63185,0.597342,-0.56805,18.1845
-1468.33,0.949411,0.388119,3,15,0,1468.97,87.2429,4.76407,0.557375,-0.128618,18.0319
-1468.03,0.990432,0.388119,3,15,0,1470.11,86.9317,3.94323,0.540869,-0.516218,16.9804
-1469.1,0.942429,0.388119,3,7,0,1471.66,87.7614,3.80104,0.469711,-0.24405,17.8123
-1471.09,0.981213,0.388119,3,7,0,1474.17,88.0355,8.33838,0.453429,-0.150597,18.3642
-1469.38,0.998013,0.388119,3,7,0,1471.83,88.18,7.75481,0.480428,-0.312886,18.5004
-1467.21,1,0.388119,3,7,0,1469.74,88.0557,4.62561,0.525202,-0.311122,18.124
-1467.13,0.996262,0.388119,3,15,0,1468.35,87.9353,3.21245,0.564418,-0.625121,18.6644
-1468.44,0.974545,0.388119,3,7,0,1469.74,87.1315,-0.898931,0.694607,-0.469898,17.9537
-1467.14,0.998711,0.388119,3,7,0,1469.37,87.9426,3.76692,0.533861,-0.628971,18.3465
-1466.36,0.926923,0.388119,3,7,0,1470.83,87.5105,2.90068,0.564066,-0.492601,18.4851
-1466.75,0.978289,0.388119,3,7,0,1467.81,88.434,1.36343,0.593978,-0.577865,18.4817
-1468.77,0.959806,0.388119,3,7,0,1469.86,88.3481,-1.90061,0.69381,-0.712136,17.8401
-1467.59,0.963434,0.388119,3,7,0,1471.18,88.3933,0.431973,0.538868,-0.691192,17.9558
-1467.25,0.997259,0.388119,4,15,0,1468.49,86.7533,4.89206,0.520177,-0.357582,18.384
-1468.23,0.966667,0.388119,3,15,0,1469.81,88.2434,3.09477,0.474657,-0.567362,17.6585
-1468.71,0.873401,0.388119,3,7,0,1473.85,86.6324,5.31763,0.653113,-0.331275,17.2683
-1469.95,0.947361,0.388119,3,15,0,1472.74,86.2518,-1.22306,0.542725,-0.613196,17.8432
-1469.77,0.999888,0.388119,3,7,0,1472.04,89.3541,3.53573,0.689472,-0.470166,17.727
-1469.03,1,0.388119,3,7,0,1471.27,88.7943,3.684,0.688843,-0.451568,17.483
-1466.77,1,0.388119,3,7,0,1469.79,87.9146,4.03853,0.617103,-0.608166,17.9983
-1467.79,0.933437,0.388119,3,7,0,1470.03,88.3369,3.0229,0.515436,-0.353871,18.4031
-1468.76,0.990499,0.388119,3,15,0,1469.84,86.581,3.596,0.585071,-0.577998,16.942
-1466.71,0.994662,0.388119,3,7,0,1469.82,86.836,2.81255,0.623063,-0.343067,18.0272
-1467.92,0.946411,0.388119,3,7,0,1469.6,86.8838,0.971116,0.628176,-0.644032,18.7176
-1466.98,0.989733,0.388119,3,7,0,1469.29,87.2151,1.30526,0.597053,-0.577989,18.6455
-1467.27,0.99037,0.388119,3,7,0,1467.94,87.6258,1.48502,0.601371,-0.717242,18.4203
-1466.74,0.984156,0.388119,3,15,0,1469.89,87.0616,2.93398,0.613762,-0.437574,18.6041
-1467.21,0.969565,0.388119,4,15,0,1468.68,87.4021,2.92459,0.640886,-0.465844,17.1388
-1467.36,0.93631,0.388119,3,7,0,1470.85,87.2299,1.77763,0.546485,-0.525244,17.1539
-1467.46,0.981381,0.388119,3,15,0,1469.89,87.1897,3.57269,0.507199,-0.34731,18.5024
-1466.51,1,0.388119,3,7,0,1467.79,88.1024,5.08611,0.581631,-0.441559,18.0478
-1467.06,0.978559,0.388119,3,7,0,1467.87,87.9142,2.34987,0.513419,-0.492021,18.3595
-1466.98,0.990569,0.388119,3,15,0,1468.54,86.9632,0.905132,0.614135,-0.5326,17.3981
-1466.53,0.995513,0.388119,3,7,0,1467.97,88.305,3.8531,0.579483,-0.474714,18.3935
-1466.64,0.992374,0.388119,4,15,0,1467.49,87.1149,2.62625,0.585755,-0.528364,17.3187
-1466.59,0.995087,0.388119,3,7,0,1467.66,88.4739,0.758204,0.597104,-0.605755,17.8237
-1470.03,0.86635,0.388119,2,7,0,1472.16,88.3227,1.41841,0.675941,-0.89163,18.2199
-1470.76,0.987764,0.388119,3,15,0,1473.17,87.0747,2.74945,0.502187,-0.157707,17.1235
-1468,1,0.388119,3,15,0,1471.55,88.1682,2.11416,0.665479,-0.690333,18.6238
-1470.16,0.861918,0.388119,3,7,0,1477.23,89.1953,1.34696,0.654718,-0.681254,19.34
-1470.47,0.999229,0.388119,3,7,0,1471.16,89.2193,0.971377,0.676915,-0.719209,19.2619
-1469.54,0.99892,0.388119,4,15,0,1473.18,86.5112,7.6412,0.626099,-0.207404,17.7078
-1470.57,0.991803,0.388119,4,15,0,1473.34,87.4527,-1.0613,0.721863,-0.755644,18.9501
-1469.25,0.966878,0.388119,3,7,0,1473.6,88.1455,-0.457964,0.724667,-0.666524,18.6229
-1467.78,0.995455,0.388119,3,7,0,1470.07,88.3099,2.45224,0.671069,-0.627665,18.5641
-1468.62,0.941722,0.388119,3,7,0,1471.51,88.1873,-0.282192,0.529186,-0.484131,17.4013
-1466.54,0.997316,0.388119,3,7,0,1469.2,88.2585,4.13964,0.615802,-0.522705,17.9068
-1466.79,0.990446,0.388119,3,15,0,1467.57,87.5579,4.26802,0.629475,-0.519011,17.5468
-1467.09,0.978752,0.388119,4,15,0,1469.21,86.9467,4.09259,0.534832,-0.275969,17.7468
-1470.53,0.788614,0.388119,3,7,0,1473.98,86.4458,5.89777,0.624423,-0.548475,16.967
-1469.39,0.987224,0.388119,3,7,0,1472.72,88.8136,2.40948,0.527327,-0.507228,19.2768
-1468.71,1,0.388119,4,15,0,1471.6,87.0029,0.19225,0.644352,-0.693375,17.1572
-1474.18,0.859066,0.388119,3,15,0,1478.35,85.069,1.56231,0.699212,-0.137188,17.5127
-1470.88,0.991311,0.388119,3,7,0,1478.13,86.0001,1.44502,0.600476,-0.111636,18.5701
-1468.64,0.995604,0.388119,3,15,0,1474.08,87.9679,1.28597,0.697141,-0.335683,18.2734
-1466.98,0.98206,0.388119,3,7,0,1470.79,87.3782,2.93754,0.582453,-0.637335,18.4873
-1468.41,0.92926,0.388119,3,7,0,1470.74,88.4133,6.42547,0.53994,-0.581503,18.4279
-1467.11,0.989153,0.388119,3,7,0,1470.04,87.8935,3.20136,0.613695,-0.286651,17.7252
-1467.44,0.995441,0.388119,3,7,0,1467.78,87.223,2.21057,0.582279,-0.706516,18.2953
-1467.85,0.973097,0.388119,3,7,0,1470.37,87.5958,6.27487,0.561712,-0.25223,17.3766
-1466.77,0.905155,0.388119,2,7,0,1473.4,87.0717,1.09044,0.574651,-0.43234,18.2912
-1470.49,0.933195,0.388119,3,7,0,1471.42,88.5829,7.63798,0.480453,-0.547444,17.4601
-1474.52,0.955368,0.388119,3,7,0,1475.81,86.8658,-5.08385,0.756277,-0.527354,18.8698
-1472.46,1,0.388119,3,7,0,1476.49,88.1401,-2.63069,0.774358,-0.537201,18.8811
-1468.76,0.964924,0.388119,3,7,0,1477.58,85.8433,1.99229,0.568611,-0.584492,18.1409
-1469.07,0.999701,0.388119,3,7,0,1469.72,89.2285,5.44403,0.548613,-0.317277,17.8973
-1469.27,0.952097,0.388119,3,7,0,1472.64,87.9206,1.4735,0.55575,-0.199839,18.3934
-1470.69,0.941384,0.388119,3,11,0,1475.1,87.2794,-0.289605,0.731214,-0.287558,18.1533
-1466.94,1,0.388119,2,3,0,1470.73,87.5879,1.01757,0.672604,-0.479732,17.9718
-1467.63,0.979148,0.388119,4,15,0,1470.28,86.9156,5.74787,0.574539,-0.199106,17.7533
-1467.46,0.990647,0.388119,3,7,0,1469.06,87.3391,6.01255,0.568358,-0.215931,18.0499
-1469.4,0.970972,0.388119,3,7,0,1469.82,87.0788,6.96425,0.5269,-0.0908342,17.6477
-1470.42,0.975621,0.388119,3,7,0,1472.15,86.5198,5.40026,0.539517,-0.00773966,18.3346
-1469.05,0.986664,0.388119,3,7,0,1472.32,87.5214,6.79819,0.621511,-0.532671,18.7251
-1469.01,1,0.388119,3,7,0,1471.28,87.2226,3.28569,0.558586,-0.145294,18.6789
-1472.42,0.914361,0.388119,3,7,0,1473.24,86.4763,9.03369,0.582017,-0.51462,19.088
-1467.51,1,0.388119,3,7,0,1473.82,88.6724,0.71359,0.570903,-0.527288,18.5734
-1469.39,0.965665,0.388119,3,7,0,1470.57,87.3859,4.36673,0.571382,-0.562776,19.5101
-1468.06,0.989541,0.388119,3,7,0,1471.82,88.4369,5.20374,0.659502,-0.434287,17.9723
-1469.17,0.974506,0.388119,3,7,0,1471.77,88.321,6.10968,0.534889,-0.528864,19.1329
-1470.04,0.987719,0.388119,3,15,0,1472.85,86.7829,7.58712,0.488663,-0.0792776,18.0154
-1467.25,0.992055,0.388119,3,7,0,1472.29,86.7893,4.08477,0.631166,-0.32051,17.5209
-1466.49,0.992938,0.388119,3,7,0,1468.27,87.8577,3.74357,0.543241,-0.490243,17.4567
-1466.07,0.986376,0.388119,3,7,0,1467.21,87.8398,3.2824,0.619883,-0.481912,17.9429
-1466.53,0.965261,0.388119,2,7,0,1467.84,87.8661,2.4282,0.562697,-0.584721,17.4145
-1466.77,0.962154,0.388119,3,7,0,1468.82,87.8895,0.415124,0.640104,-0.488917,18.2495
-1466.73,0.983697,0.388119,3,15,0,1468.86,87.7352,1.10967,0.606212,-0.442501,18.499
-1466.23,0.989011,0.388119,3,11,0,1467.56,87.8257,4.05762,0.576541,-0.383158,17.6966
-1469.92,0.917541,0.388119,3,7,0,1470.41,87.4201,7.33092,0.625109,-0.22839,19.0135
-1469.72,0.969402,0.388119,3,15,0,1474.92,89.2464,2.86719,0.678167,-0.364272,17.7771
-1467.02,1,0.388119,3,7,0,1470.37,86.4338,1.57156,0.591714,-0.498123,17.8993
-1466.12,0.993819,0.388119,2,7,0,1467.74,88.2179,3.22669,0.579141,-0.497905,17.7551
-1468.28,0.928373,0.388119,3,7,0,1469.79,85.8814,5.64962,0.589793,-0.382494,17.9789
-1467.98,1,0.388119,3,7,0,1469.63,86.5024,6.02604,0.590944,-0.258437,18.5223
-1471.19,0.932752,0.388119,3,7,0,1472.31,86.487,6.30039,0.53229,-0.0108692,17.304
-1466.96,0.993888,0.388119,3,7,0,1472.23,87.448,5.8556,0.594592,-0.455382,18.2623
-1466.91,0.988787,0.388119,3,7,0,1469.21,88.5479,3.85256,0.613031,-0.576552,18.2216
-1468.55,0.92717,0.388119,3,7,0,1469.82,88.5172,1.4361,0.615314,-0.348892,17.1723
-1467.72,0.992766,0.388119,3,7,0,1471.58,86.4456,3.30985,0.629458,-0.564132,18.3291
-1467.92,0.988381,0.388119,3,7,0,1469.43,85.8589,3.76363,0.611357,-0.399654,17.9809
-1468.14,0.980151,0.388119,3,7,0,1470.41,88.4479,5.20071,0.566822,-0.275468,18.5751
-1467.42,0.997866,0.388119,3,15,0,1469.72,86.7592,4.70689,0.610191,-0.437184,17.2707
-1467.87,0.99317,0.388119,3,7,0,1469,87.147,3.92497,0.664615,-0.276459,17.7128
-1466.85,0.987374,0.388119,3,7,0,1469.24,87.2534,5.55875,0.610341,-0.411098,18.1606
-1466.1,1,0.388119,3,7,0,1467.26,88.0589,3.45452,0.573158,-0.449981,17.7305
-1467.22,0.979255,0.388119,3,15,0,1467.48,87.2984,4.64309,0.521368,-0.4185,17.2745
-1467.51,0.916036,0.388119,2,7,0,1470.49,87.4446,6.4306,0.608657,-0.473677,18.029
-1467.32,0.997783,0.388119,3,7,0,1467.88,87.8608,-0.161601,0.571243,-0.442867,17.8251
-1468.76,0.981657,0.388119,3,7,0,1470.22,87.1454,6.24224,0.551454,-0.542752,18.9358
-1467.74,1,0.388119,3,7,0,1469.94,86.623,4.29107,0.580176,-0.254103,18.6737
-1469.43,0.970647,0.388119,3,15,0,1470.68,86.3596,5.34132,0.47191,-0.418042,17.314
-1470.36,0.974823,0.388119,2,3,0,1471.02,86.5988,5.24365,0.450239,-0.337018,17.0884
-1466.6,0.998755,0.388119,3,7,0,1471.46,87.8523,2.86035,0.612842,-0.418083,17.3311
-1467.73,0.948266,0.388119,4,15,0,1471.16,88.4584,2.89425,0.551144,-0.605042,18.8802
-1468.81,0.972928,0.388119,3,15,0,1470.83,86.4679,4.6924,0.539172,-0.432882,19.1514
-1469.23,0.991633,0.388119,3,7,0,1469.68,86.2121,4.58387,0.540192,-0.495969,19.0846
-1468.36,0.988989,0.388119,3,7,0,1471.02,86.8187,4.77355,0.526759,-0.347832,19.058
-1468.33,0.991694,0.388119,3,7,0,1469.85,85.9997,4.71984,0.598182,-0.426343,18.6258
-1470.76,0.951345,0.388119,3,7,0,1473.94,89.2145,-2.98981,0.648648,-0.8285,17.4122
-1468.39,0.984815,0.388119,3,15,0,1473.38,87.9186,1.92383,0.721507,-0.562668,18.064
-1468.22,0.9974,0.388119,3,15,0,1470.37,88.9043,-1.20068,0.634021,-0.716619,18.3384
-1467.89,0.996918,0.388119,3,7,0,1469.09,88.0531,-0.205071,0.652025,-0.733427,18.5437
-1466.6,0.99769,0.388119,3,7,0,1468.67,88.0931,3.39225,0.618706,-0.36466,17.8625
-1467.09,0.998262,0.388119,3,7,0,1467.58,86.9133,5.6648,0.523604,-0.428857,18.0559
-1466.52,0.981593,0.388119,4,15,0,1469,88.1955,1.09411,0.622895,-0.4634,17.9195
-1468.56,0.923698,0.388119,3,7,0,1470.18,87.9961,3.00528,0.578665,-0.516124,19.4026
-1469.04,0.985111,0.388119,3,7,0,1471.51,87.5193,-1.02652,0.614988,-0.788755,18.7995
-1467.11,1,0.388119,3,7,0,1469.92,88.3845,4.51127,0.599566,-0.332124,17.9889
-1467.83,0.983097,0.388119,3,7,0,1468.7,87.2123,2.34641,0.505313,-0.558066,18.6171
-1467.12,0.9986,0.388119,4,15,0,1469.19,87.1074,1.67548,0.667257,-0.400629,17.8978
-1467.22,0.984039,0.388119,3,15,0,1468.63,86.8817,0.930132,0.647413,-0.398618,18.175
-1470.21,0.903462,0.388119,3,7,0,1471.61,86.4964,-0.582654,0.527054,-0.732999,18.2387
-1465.99,0.945759,0.388119,2,7,0,1473.41,87.8463,3.08297,0.592367,-0.543909,17.7641
-1469.52,0.925307,0.388119,3,15,0,1469.87,89.3117,-1.76347,0.574204,-0.689813,18.4661
-1472.49,0.902123,0.388119,3,7,0,1474.93,89.1264,-4.5836,0.621614,-0.570458,17.6663
-1469.01,1,0.388119,3,7,0,1473.4,88.8552,-1.67398,0.577681,-0.612844,17.451
-1470.31,0.970903,0.388119,3,7,0,1472.45,88.5163,-1.01557,0.620516,-0.875813,17.0799
-1468.16,0.996736,0.388119,3,15,0,1471.81,87.0524,6.10888,0.560982,-0.201859,18.6535
-1467.05,0.994888,0.388119,3,15,0,1469.35,87.4132,3.31155,0.564399,-0.484036,17.0505
-1466.29,0.995912,0.388119,4,15,0,1467.7,87.2911,3.68315,0.557368,-0.380861,18.2371
-1466.95,0.977505,0.388119,4,15,0,1468.18,87.4068,1.40851,0.664404,-0.436442,18.2243
-1468.49,0.963177,0.388119,3,7,0,1469.63,88.949,2.69215,0.605983,-0.771342,17.5425
-1469.6,0.940362,0.388119,2,3,0,1470.09,88.6938,3.41383,0.602182,-0.844666,17.6265
-1469.46,1,0.388119,3,7,0,1471.41,89.4094,-1.79547,0.58102,-0.647976,18.1544
-1467.86,0.999496,0.388119,3,7,0,1470.11,86.4492,6.01968,0.607991,-0.409826,17.7202
-1467.76,0.997187,0.388119,3,15,0,1469.67,88.897,0.834518,0.619224,-0.45955,17.5561
-1467.23,0.963996,0.388119,3,7,0,1470.54,88.4961,2.16818,0.634123,-0.609648,18.6138
-1466.33,0.987677,0.388119,3,7,0,1468.32,87.5119,2.80131,0.631555,-0.425624,17.6191
-1466.75,0.952639,0.388119,3,7,0,1468.44,87.1307,0.956027,0.627814,-0.600524,17.6939
-1470.61,0.923249,0.388119,3,7,0,1471.7,88.6075,2.28705,0.519435,-0.626867,16.5318
-1471.54,0.887805,0.388119,3,7,0,1476.13,89.2879,1.61387,0.550968,-0.256498,17.3415
-1466.32,1,0.388119,2,7,0,1471.97,87.845,3.85313,0.575081,-0.396032,18.3284
-1467.07,0.978487,0.388119,3,7,0,1467.67,87.8446,3.69089,0.543468,-0.510801,18.7575
-1466.72,0.998022,0.388119,3,7,0,1467.69,87.0422,3.52327,0.615598,-0.397021,17.3695
-1470.17,0.90685,0.388119,3,7,0,1471.78,87.9888,4.9382,0.625391,-0.330798,16.5495
-1466.28,0.930737,0.388119,3,7,0,1474.29,88.2049,3.56657,0.558649,-0.483118,18.1651
-1466.27,0.9599,0.388119,2,7,0,1470.11,88.2577,1.63808,0.588844,-0.575607,18.1614
-1466.88,0.968399,0.388119,2,7,0,1468.21,87.0207,4.36504,0.569211,-0.484191,17.3218
-1466.4,0.924164,0.388119,3,7,0,1469.39,87.1862,1.27041,0.62653,-0.486289,18.1586
-1466.73,0.978207,0.388119,3,7,0,1467.58,87.9297,2.12051,0.620235,-0.413089,18.5095
-1467.03,0.973524,0.388119,4,15,0,1468.94,87.7526,2.59078,0.570399,-0.476789,17.0434
-1469.82,0.933601,0.388119,3,7,0,1471.02,88.7437,2.43587,0.69001,-0.633859,16.974
